company_name,company_link,company_id,company_domain,company_about,company_founded,company_size,company_location_1,company_location_2,company_location_3,company_city_1,company_city_2,company_city_3,company_address,company_postal_code,company_phone,company_industry_1,company_industry_2,company_industry_3,domain_status,company_specialties,company_size_category,social_fields,keywords,annual_revenue,technologies,funding_events,total_funding,last_funding_round_date,last_funding_stage,company_email
Daikin Australia,https://www.linkedin.com/company/daikin-australia,https://www.linkedin.com/company/1096385,daikin.com.au,"Founded in 1969, Daikin Australia have been providing air conditioned comfort for homes, commercial developments and community projects across Australia for over 50 years.  As air conditioning specialists, the entire focus of our business is to bring climate-controlled comfort to places where people live, work, meet and relax. A world leader in air conditioning with operations across the globe, Daikin have invested more than 80 years and billions of dollars in research and development into the fields of mechanics, electronics and chemistry to produce air conditioning products that are energy efficient, quiet, simple to use and reliable. From homes to high rises, from hospitals to hotels, Daikin has an air conditioning solution that provides superior comfort and energy efficiency.Here in Australia, Daikin have established a world-class production facility at our state-of-the-art manufacturing site in Sydney, where we continue to drive advances in energy efficiency and improve in-home comfort for our customers.",1969,422,"Mount Pritchard, New South Wales, Australia",,,Chipping Norton,,,,,+611300362438,"appliances, electrical, and electronics manufacturing",,,,"Air Conditioning,Heat Pumps,Split System Air Conditioning,Multi-Split Air Conditioning,Ducted Air Conditioning,Altherma Underfloor Heating,Commercial Air Conditioning / HVAC,Air Purifiers,VRV,SkyAir,Airbase,AirHub",201-500,"https://twitter.com/Daikin_Aus, https://www.facebook.com/DaikinAustralia/",,,,,,,,
Chobani Australia,https://www.linkedin.com/company/chobaniaustralia,https://www.linkedin.com/company/72332132,chobani.com.au,"Business can be a force for good.That’s always been what Hamdi Ulukaya, our founder and global CEO, has believed in. That a company can strengthen communities. That it can change people’s lives for the better. It’s what first inspired Hamdi to take out a loan in 2005, buy an old yogurt plant in upstate New York and bring together a small group of passionate people to make the authentic, wholesome yogurt he remembered from his childhood.He called the company Chobani.A name inspired by the Turkish word for ‘shepherd’. Infused with the hard-working, care-giving spirit of the mountain farmer, and enriched by the quality of the yogurt he made – yogurt that was Delicious, Nutritious, Natural and Accessible (the same DNNA philosophy we craft all our products with today).",2011,125,"Dandenong, Victoria, Australia",,,Dandenong South,,,,,+610800489000,food and beverages,,,,,51-200,https://www.facebook.com/ChobaniAu,,,,,,,,
Northrop Grumman Australia,https://www.linkedin.com/company/northrop-grumman-australia,https://www.linkedin.com/company/89521731,northropgrumman.com,"Northrop Grumman Australia is the Australia-based arm of Northrop Grumman Corporation and committed to generating long-term prosperity, investing in advanced Research & Development, sovereign and exportable Intellectual Property, high-quality jobs and long-term technology leadership across the Commonwealth. Leveraging the depth of our US experience, we are a leading provider and integrator of autonomous, C4ISR, cyber, logistics and strike systems and solutions. We work with the Australian Defence Force to ensure border and Pacific-region security and joint operations mission success.Operating across 11 sites in Australia including multiple RAAF bases, we work in partnership with Australia’s leading small and medium-sized businesses, investing in new jobs and innovation.  Our pioneering people make the difference, we are a diverse and experienced team that delivers innovative, mission critical solutions. We have a focus in science, technology, engineering and mathematics (STEM) occupations, and care passionately about developing future Australian talent and capabilities.  To find out more about our work and careers in Australia, go to: https://www.northropgrumman.com/Australia ",,337,"Canberra, Australian Capital Territory, Australia",,,Canberra,,,,,,defense and space manufacturing,,,,"Aircraft Sustainment and Modernisation,Advanced Electronics,Aerospace,Autonomous Systems,C4ISR,Cyber,Defence,Engineering,Information Technology,Integrated Air and Missile Defence,Joint Air Battle Management System,Logistics,Manufacturing,Satellite Communications,Secure Network Solutions,Software Engineering,Space,Supply Chain,Systems Engineering,Weapons and Armament",201-500,,,,,,,,,
Masterfoods,https://www.linkedin.com/company/masterfoods,https://www.linkedin.com/company/1545,linkedin.com,Masterfoods,,675,"Sydney, New South Wales, Australia",,,Sydney,,,,,,food and beverage manufacturing,,,,,501-1000,,,,,,,,,
PharmaCare Laboratories,https://www.linkedin.com/company/pharmacare-laboratories,https://www.linkedin.com/company/928060,pharmacare.com.au,"PharmaCare is one of the largest Australian-owned health, wellness and consumer goods companies in the country.  An Australian-born and built success story, PharmaCare is dedicated to enriching people’s lives through improved health and wellness. Despite its products being available globally, its soul is Australian, its quality is Australian, and its spirit of honesty, hard work and entrepreneurial drive is Australian.PharmaCare’s trusted, household brands include Sambucol, Nature’s Way, Bioglan, Medi+, Ease-a-Cold, Skin Doctors, KP24, Brut, Norsca, Bounce and many more.  Our global wheelhouse of brands is available in 40 countries, over 5,200 pharmacies, 3,000 supermarkets, plus department and variety stores all over Australia, New Zealand, Asia, The America's and Europe.",1985,416,"Warriewood, New South Wales, Australia",,,Warriewood,,,"18 jubilee avenue, warriewood, new south wales, australia",2102,+61299971466,pharmaceutical manufacturing,pharmaceuticals,,,"FMCG,Pharmaceuticals,Australian owned,Health Supplements,OTC,Pharmacy,Australian made,Health & Wellness,Complimentary medicine,Family owned,Vitamins,Gummies,OTC,Wellbeing,Cosmaceuticals,Probiotics",201-500,"https://twitter.com/pharmacareau, https://www.facebook.com/PharmacareAustralia","pharmaceuticals, fmcg, health supplements, australian owned",415590000,"Shutterstock, New Relic, Fastly CDN, reCAPTCHA, WordPress.org, Typekit, Sendgrid, Salesforce, Outlook, Oracle Cloud, Nginx, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, Magento Enterprise, Magento 2 Enterprise, Google Tag Manager, Google Font API, DNS Made Easy, Bootstrap Framework, Amazon SES, Amazon AWS, Adobe Marketing Cloud",,,,,
Honda Australia,https://www.linkedin.com/company/hondaaustralia,https://www.linkedin.com/company/450558,honda.com.au,"Honda Australia brings the Power of Dreams to our customers through our shared passion for products.From cars and motorcycles to generators, lawn mowers, and marine engines, Honda’s diverse range of products have been enjoyed by millions of Australians over the last 50 years.",1981,296,"Moonee Ponds, Victoria, Australia","Gladstone Park, Victoria, Australia",,Moonee Ponds,,,,,+610263329440,manufacturing,motor vehicle manufacturing,automotive,,,201-500,https://www.facebook.com/HondaAustralia,,,,,,,,
L\'Occitane Australia,https://www.linkedin.com/company/l-occitane-australia,https://www.linkedin.com/company/23701201,loccitane.com,"L'OCCITANE is a Natural beauty brand that is renowned worldwide. Our effective beauty products which originate from Provence, South of France, are the result of bringing together tradition, nature and research.We have developed skincare and fragrances that are natural, authentic, effective and deliciously appealing. It all began in the markets of Provence. With nothing but an alembic, a small truck and a solid knowledge of plants, a 23-year-old named Olivier Baussan began distilling rosemary essential oil to sell locally. He expanded his production from oils to soaps to creams, taking inspiration from the land he grew up on to bring natural beauty to homes across the world.Since then, we have been committed to improving our products through our state-of-the-art research lab in the heart of Haute-Provence, in Manosque. A team of 100 researchers works in 11 laboratories, focused on topics from molecular biology to plant extraction to analytical chemistry so we can keep raising the bar.L’OCCITANE is a socially responsible company with over 2200 stores worldwide. We try to limit our environmental impact of every aspect of our work, from the creation of our formulas to the development of our packaging, including the product and distribution on an international level. Ever since it was founded in 1976, L'OCCITANE has nurtured simple values: authenticity, respect, sensoriality and continual improvement.",1976,213,"North Sydney, New South Wales, Australia",,,Sydney,,,"level 8, 157 walker street, north sydney, sydney, nsw 2060, au",2060,+618886232880,personal care product manufacturing,"health, wellness and fitness",,,"Retail,Luxury,Cosmetics,Beauty",201-500,"https://twitter.com/loccitaneusa, https://www.facebook.com/loccitaneusa","cosmetics, retail, beauty, luxury",,"reCAPTCHA, YouTube, Yahoo Analytics, Yahoo Ad Manager Plus, Vivocha, Ve Interactive, Tealium, Tag Commander, Taboola Newsroom, SuccessFactors (SAP), Shopify Product Reviews, Shopify, Salesforce, RTB House, Qubit OpenTag, Qubit Deliver, PowerReviews, Nginx, New Relic, Mobile Friendly, Moat, Microsoft-IIS, Microsoft Office 365, Linkedin Marketing Solutions, Lengow, JQuery 1.11.1, Hotjar, Google Tag Manager, Google Remarketing, Google Plus, Google Places, Google Maps, Google Font API, Google Dynamic Remarketing, Google Custom Search, Google Analytics, Google AdWords Conversion, Google AdSense, Gigya, Facebook Widget, Facebook Login (Connect), Facebook Like Button, Facebook Custom Audiences, Drupal, DoubleClick Floodlight, DoubleClick Conversion, DoubleClick, Demandware, Curebit, Criteo, CloudFlare Hosting, Clicky, Bootstrap Framework, Bing Ads, Backbone JS Library, Apple Pay, AddThis, AdPilot, ASP.NET, AB Tasty",,,,,
Real Pet Food Company,https://www.linkedin.com/company/real-pet-food-company,https://www.linkedin.com/company/10694920,realpetfoodco.com.au,"We exist to create a world where every pet, every day eats fresher and lives better.Our mission drives everything we do – from our nutritional philosophy and healthy delicious dog and cat recipes, to how we source real, fresh ingredients from local famers in Australia and New Zealand, to our kitchens and cooking facilities, our people and their programs, sustainability, sponsorships and more...RPF is the pioneer in fresher pet nutrition. For 30 years we have championed a better way of caring for the health and wellbeing of our pets. Today, we have new cooking techniques that allow us to make food that is fresher, less processed, and even unprocessed and raw. And as the science emerges in fresher nutrition, it is beginning to show what we all instinctively know, a fresher diet is better for our loved dogs and cats.It’s why we want everyone to join us on our journey to fresher nutrition.",2015,368,"St Leonards, New South Wales, Australia",,,Crows Nest,,,,,+61292213044,food and beverages,,,,"Pet Food Manufacturing,Pet Care,Nutrition,Dogs,Cats,Pet Food,Manufacturing,FMCG",201-500,,"dogs, manufacturing, nutrition, fmcg, pet food, cats, pet care, pet food manufacturing",2000000,"reCAPTCHA, Google Font API, Vercel, React, Microsoft Azure, Sendgrid, Outlook, Mobile Friendly, Mimecast, Microsoft-IIS, Microsoft Office 365, Microsoft Azure Hosting, Mailchimp Mandrill, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Analytics Ecommerce Tracking, ASP.NET",,,,,
Wormald,https://www.linkedin.com/company/wormald,https://www.linkedin.com/company/2353000,wormald.com.au,"Wormald is Australia’s leading provider of fire protection solutions and has been safeguarding life and property for more than 135 years.Our businesses offer a range of services including Wormald Fire incorporating the design, manufacture, installation, and service of fire systems and equipment, Wormald Security involving sophisticated asset protection for high-risk, production, and essential service operations, and Wormald Technology for naval maritime fire protection systems and equipment.  Wormald provides protection services to a wide variety of industries including building and construction, mining, healthcare, military, government, hospitality, and leisure management, corporate, education, and facilities management.  For more information on Wormald and to learn about career opportunities, visit www.wormald.com.au.",1889,830,"Homebush, New South Wales, Australia",,,Homebush,,,,,+61133166,industrial machinery manufacturing,mechanical or industrial engineering,machinery,,"Fire protection,Fire,Fire equipment,Fire suppression,Fire products,Fire safety,Gaseous fire suppression,Vehicle fire suppression,Fire safety training,Fire extinguisher,Smoke alarm,Fire hose reel,Fire blanket,Commercial fire,Foam systems,Sprinklers",501-1000,,"fire, fire suppression, fire safety, fire protection, fire extinguisher, sprinklers, fire safety training, smoke alarm, foam systems, fire equipment, commercial fire, fire products, fire blanket, vehicle fire suppression, gaseous fire suppression, fire hose reel",32000000,"reCAPTCHA, Zendesk, YouTube, WordPress.org, Woo Commerce, Stripe, Outlook, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Gravity Forms, Google Tag Manager, Google Maps, Google Font API, Google Analytics, Bootstrap Framework, Apache, AddThis, ASP.NET",,,,,sales@wormald.com.au
JSG Industrial Systems,https://www.linkedin.com/company/jsg-industrial-systems,https://www.linkedin.com/company/3054166,jsgindustrial.com,"JSG is an SKF Group brand and has been owned by SKF since 1st November 2024. We have a  well-established presence in Oceania and Southeast Asia. Operating since 1921, the Group has seen year-on-year growth through various trading entities under the name of JSG Industrial Systems located in strategically selected regions. Under JSG Industrial Systems, the group is considered the leader in providing quality engineered systems and supplying highly advanced industrial products and solutions servicing multiple industries such as Mining, Manufacturing, Oil & Gas, Construction, Agriculture, and Transport. Empowered with unmatched Technical and Industry knowledge.",1921,94,"Milperra, New South Wales, Australia",,,Milperra,,,,,,industrial machinery manufacturing,machinery,,,"Lubrication Systems and Products,Flow Measurement,Hose and Cable Management,Diesel and Fluid Management Systems,Material Dispensing Solutions,Fuel Management,Mining equipment,Industrial Lubrication,Instrumentation,Flow meters,Wayside Lubrication",51-200,https://facebook.com/JSGIndustrialSystems,"instrumentation, fire suppression, mining equipment, fire systems, fuel management, fire suppression systems, flow meters, flow measurement, industrial lubrication, lubrication systems & products, hose & cable management, diesel & fluid management systems, material dispensing solutions, wayside lubrication",7000000,"Outlook, Microsoft Office 365",,,,,
McPherson\'s Consumer Products Pty Ltd,https://www.linkedin.com/company/mcphersons-consumer-products,https://www.linkedin.com/company/146126,mcphersons.com.au,"At McPherson’s, we proudly supply some of Australia’s most trusted health, beauty, and wellness products. Our portfolio includes five iconic household brands: Manicare, Lady Jayne, Dr. LeWinn’s, Swisspers, and Fusion. With a strategic focus on expanding these brands, we operate across the pharmacy, grocery, and e-commerce channels throughout the Asia-Pacific region.In addition to our core brands, McPherson’s offers a diverse range of products in key market segments such as haircare, vitamins and supplements, fragrance, and nutrition. Headquartered in Sydney, we have offices in Melbourne, Auckland, Hong Kong, and Shanghai, and we are listed on the Australian Securities Exchange (ASX).For further information, please visit our website.",1860,283,"Kingsgrove, New South Wales, Australia",,,Kingsgrove,,,"105 vanessa street, kingsgrove, nsw 2208, au",2208,+610293708000,personal care product manufacturing,mechanical or industrial engineering,manufacturing,,,201-500,https://facebook.com/EylureAustralia,,215900000,"reCAPTCHA, PHP 5.3, Outlook, OpenSSL, Mobile Friendly, Microsoft Office 365, Google Analytics, Drupal, Apache",,,,,
LogiCamms,https://www.linkedin.com/company/logicamms,https://www.linkedin.com/company/630329,logicamms.com,"LogiCamms is an ASX-listed engineering services company with over 500 team members. We provide engineering, project delivery, asset management, operations and training solutions to our clients in industries including hydrocarbons, mining and minerals, water, power and transport. We work with asset owners and operators across Australia, New Zealand, PNG, the Pacific and beyond.  LogiCamms has over 30 years’ operational experience. We use this knowledge to add value to our clients’ operations by reducing costs and increasing efficiencies with innovative solutions.  Our mission is to provide Outstanding Service Delivery.  We are proudly mid-tier.  We have the size and strength to execute large contracts while preserving our hallmark agile, flexible and responsive approach.  We deliver projects from concept through to operations – including full EPC responsibility.  Our vision is to be the mid-tier engineering and operations partner of choice.ASX:LCM",1988,111,"Brisbane City, Queensland, Australia",,,Brisbane,,,"433 boundary street, spring hill, queensland, australia",4000,+61730587000,industrial machinery manufacturing,machinery,,,"Engineering,Project Delivery,Environmental,Asset Performance,Specialist Consulting,Maintenance Implementation,Competency Assurance and Training,Construction,EPC,EPCM,Asset Management,Facilities Engineering,Control Systems Engineering,Electrical & Instrumentation Engineering,Process Engineering,Civil, Structural Design Engineering,Mechanical Engineering,Project Management,Training and Assessment,Piping Engineering,Pipeline Engineering",51-200,"https://twitter.com/logicamms, https://facebook.com/LogiCamms/","project management, construction, engineering, process engineering, mechanical engineering, asset management, electrical, epc, environmental, civil, project delivery, epcm, control systems engineering, training & assessment, specialist consulting, asset performance, piping engineering, facilities engineering, instrumentation engineering, structural design engineering, pipeline engineering, maintenance implementation, competency assurance & training",,,,,,,
Manheim Australia,https://www.linkedin.com/company/manheim-australia,https://www.linkedin.com/company/145198,manheim.com.au,"Manheim is the Australian market leader in the provision of automotive remarketing services offering buyers and sellers streamlined services to meet all their needs. With the extensive range of services we provide we have an equally diverse range of jobs. We know our organisation is only as good as the people in it and we take recruiting the right people very seriously and support our employees to enjoy a successful, lengthy career with the company.The Manheim story in Australia began in 1999 when the company purchased a 51% share of Fowles Auction Group, which had been trading since 1959. ManheimFowles came into being in 2006 when the business became 100% Manheim owned. On January 1 2011, we rebranded to Manheim.Manheim provide comprehensive solutions to remarket passenger & commercial vehicles, light & heavy trucks, motorcycles, recreational vehicles, machinery, plant & equipment along with damaged items from all sectors. We utilise multiple sales channels to extract the best results chosen based on customer requirement, our industry and market expertise and an unrivalled desire to realise the value for our customers.Manheim is a complete one-stop-shop with sale preparation, on & off site rectification, auctions, multichannel sales, vehicle inspections, valuations and storage, along with catastrophe management, transport, logistics and marketing solutions. We are dedicated to realising the value for sellers and buyers across trade and consumer for all segments.",1959,211,"Altona North, Victoria, Australia",,,Altona North,,,"4 gordon luck avenue, altona north, victoria, au, 3025",3025,+611800626434,motor vehicle manufacturing,automotive,,,"Creating and managing asset marketplaces,Automotive auctioneers,Passenger & Commercial Vehicle Auctions,BuyNow Vehicle Sales,Truck & Machinery Auctions,Salvage Auctions,Wholesale and public,Finance, Insurance, Warranties & Trade-Ins",201-500,"https://twitter.com/ManheimAus, https://www.facebook.com/ManheimNZ","finance, insurance, truck, tradeins, warranties, passenger, machinery auctions, automotive auctioneers, commercial vehicle auctions, salvage auctions, creating & managing asset marketplaces, buynow vehicle sales, wholesale & public",4509000,"SignalR, YouTube, Route 53, Outlook, Nielsen NetRatings, New Relic, Mobile Friendly, Microsoft-IIS, Microsoft Office 365, Google Tag Manager, Facebook Widget, Facebook Login (Connect), Braintree, Bootstrap Framework, Amazon AWS, Ad Unit 728 x 90, Ad Unit 300 x 600, ASP.NET",,,,,
Youfoodz,https://www.linkedin.com/company/youfoodz,https://www.linkedin.com/company/6671559,youfoodz.com,Our mission is to create the future of food. ,2012,253,"Nudgee Beach, Queensland, Australia",,,Brisbane,,,"4/52 Pritchard Road, Brisbane, Queensland 4014, AU",4014,+610736330708,food and beverage manufacturing,food production,,,"Healthy living,Wellbeing,Active lifestyle,Weight Loss,Fresh Food,Healthy Eating,Living Well,Health and Wellness,Saving Time,Being Awesome",201-500,"https://twitter.com/youfoodz, https://www.facebook.com/youfoodz","health & wellness, wellbeing, fresh food, being awesome, weight loss, healthy eating, healthy living, active lifestyle, saving time, living well",110216000,"Webtrekk, React Redux, Google Play, FedEx, CloudFlare Hosting, CloudFlare CDN, Afterpay, Atlassian Cloud, Zendesk, Typekit, TubeMogul, Trustpilot, Taboola Newsroom, Sizmek (MediaMind), Shopify, Sendgrid, Route 53, RocketFuel, Pingdom, Optimizely, NetSuite, Mobile Friendly, Microsoft Office 365, Mailchimp Mandrill, MailChimp SPF, KISSmetrics, Hotjar, Google Tag Manager, Google Apps, Gmail, Facebook Widget, Facebook Login (Connect), Facebook Custom Audiences, Amplitude, Amazon AWS",,,,,
Isuzu Australia Limited,https://www.linkedin.com/company/isuzu-australia-limited,https://www.linkedin.com/company/3544971,isuzu.com.au,"Isuzu Australia Limited (IAL) is a wholly owned subsidiary of Isuzu Motors Limited (Japan). It’s responsible for the marketing, distribution and support of Isuzu trucks and Isuzu Power Solutions products in Australia. For over 50 Years, Isuzu Australia has delivered for their customers day in and day out, carrying every load imaginable. Today, 1 in 3 trucks on the road carries an Isuzu Trucks badge, and with it a reputation for reliability.Supported by over 70 dealership locations, Isuzu Australia delivers for their customers through an industry leading range of aftersales and care products. Through their continued commitment to delivering for their customers, Isuzu Australia has been Australia’s Truck Market Leader since 1989.As Australia’s truck market leaders, Isuzu Australia celebrates diversity, inclusion and innovation. It’s under these values that they continue to develop future focused products that deliver for today’s logistics and transport demands.Delivering a continuously reliable product remains Isuzu’s top priority. Reputations ride on it. ",1980,187,"Hoppers Crossing, Victoria, Australia",,,Truganina,,,"66 foundation rd, truganina, victoria 3029, au",3029,,motor vehicle manufacturing,automotive,,,,51-200,"https://twitter.com/IsuzuAustralia, https://www.facebook.com/IsuzuAustralia/",,82000,"reCAPTCHA, iGoDigital, WordPress.org, VueJS, Typekit, TubeMogul, Tealium, ShareThis, Salesforce, React, Mobile Friendly, Microsoft-IIS, Microsoft Azure Hosting, Microsoft Application Insights, Gravity Forms, Google Tag Manager, Google Maps (Non Paid Users), Google Maps, Google Font API, Google Analytics, ExactTarget, Bootstrap Framework, ASP.NET",,,,,
PharmOut,https://www.linkedin.com/company/pharmout,https://www.linkedin.com/company/146443,pharmout.net,"PharmOut is a single contact point for your next project and is the largest specialised regulatory company in South East Asia, working for both industry and regulatory agencies, we offer a wide range of architecture, engineering, GMP training, GMP compliance, pharmacovigilance, regulatory assistance, and product licensing for the pharmaceutical industry, medical devices, veterinary medicines and herbal medicines including medicinal cannabis regulatory requirements and licensing assistance.Our Architects, Engineers, and GMP consultants are experienced in designing, building, validating, and helping operate Medical Device, Veterinary and Pharmaceutical manufacturers. By supplying Architecture, Project Management, Engineering, GMP and Validation services to PIC/s, TGA and FDA standards. PharmOut also offers a broad and extensive range of training services, including GMP training, GLP training and Validation training.In addition to our established services, PharmOut provides expert regulatory affairs and pharmacovigilance/vigilance consultation for medical devices, complementary medicines, over-the-counter (OTC) products, and prescription medicines, managing TGA inclusion and ongoing compliance for product registration and licensing. PharmOut has consultancy offices around the globe, and is head-quartered in Melbourne, Australia.Read more at https://www.pharmout.net",,56,"Burwood East, Victoria, Australia",,,Burwood East,,,,,,pharmaceutical manufacturing,,,,"Medical Devices,PIC/S GMP,Validation,GMP Training,Engineering,Cleanrooms,Technical Document Writing,TGA,US FDA,Pharmaceutical Cannabis Production,GMP Forums,Pharmaceutical Industry consulting,Technical Writing,Veterinary Medicines,GMP Online Training,CFRs,Pharmaceutical,Pharmaceuticalindustry,pharmacovigilance",51-200,,,,,,,,,
Australian Country Choice,https://www.linkedin.com/company/australian-country-choice,https://www.linkedin.com/company/1778871,accbeef.net.au,"Australian Country Choice is dedicated to the best-practice supply of high-quality meat products to domestic and export markets. Our operations encompass everything from cattle breeding, backgrounding and lot feeding to beef primary processing and multi-specie further processing, value adding, retail packing and distribution. ACC operates an ethical and sustainable business in partnership with our producers, suppliers and customers, achieving industry best practice in environmental sustainability, animal welfare, beef production, meat processing, beef and lamb value-adding, employee safety and wellbeing, and customer satisfaction.ACC Group not only specialises in producing short-fed, grain-finished cattle and beef, our supply chain now includes high-quality long-fed cattle, such as Wagyu and Black Angus, to further service the demands of customers in the premium highly marbled beef market.Our state of the art processing facility offers a range of beef primary processing, multi-species further processing and retail-ready toll manufacturing services. Our purpose-built facility employs industry-leading practices and can accommodate most packaging and storage requirements. With more than 50 years of experience in beef and cattle production, we know how to meet manufacturing needs on time and to specifications.",1960,294,"Norman Park, Queensland, Australia",,,Brisbane ,,,"117 colmslie rd, cannon hill, queensland, australia, 4170",4172,+610746540326,food and beverage manufacturing,food production,,,,201-500,"https://twitter.com/ACCbeef, https://www.facebook.com/australiancountrychoice/",,,"React Redux, React, Oracle SPF, YouTube, WordPress.org, Outlook, Mobile Friendly, Microsoft Office 365, Google Tag Manager, Google Font API, Google Cloud Hosting, Google Apps, Gmail, Apache",,,,,sales@accbeef.net.au
Baxter Laboratories Pty Ltd,https://www.linkedin.com/company/baxter-laboratories,https://www.linkedin.com/company/79470,baxterlaboratories.com,"Baxter Laboratories is a TGA licensed Australian company specialising in the development and manufacture of OEM Pharmaceutical, Sun Care and Skin Care products. Established in 1994, Baxter Laboratories has grown quickly to become a market leader in innovative, high quality products. Goods manufactured by Baxter Laboratories are sold worldwide under many brands. Baxter Laboratories is registered with the Therapeutic Goods Administration (TGA) and our facility complies fully with the Code of Good Manufacturing Practice (GMP) and PIC/s. Baxter Laboratories Pty Ltd is committed in producing the highest quality products, all 'Made in Australia'​, for all our customers around the world.",,276,"Boronia, Victoria, Australia",,,Boronia,,,,,,pharmaceutical manufacturing,,,,"Pharmaceuticals,Sun Care,Skin Care",201-500,,,,,,,,,info@baxterlaboratories.com
Coregas Pty Ltd - a Wesfarmers company,https://www.linkedin.com/company/coregas-pty-ltd,https://www.linkedin.com/company/634960,coregas.com.au,"As a Wesfarmers company, Coregas is the largest Australian-owned gases company. We service a huge range of industries and have a wealth of experience and knowledge spanning over 40 years. We manufacture gases locally and distribute throughout Australia and New Zealand via a network of branches and third parties. Our products include industrial gases, medical gases and specialty gases in quantities ranging from single cylinders to bulk liquid tanks.Coregas is changing gases around the country, seeking to raise the bar in terms of service, quality and value. We believe the best way to grow our business is to listen to our customers and deliver on our promises to them.",,229,"Guildford, New South Wales, Australia",,,Sydney,,,,,,chemical manufacturing,,,,"Industrial gases,Specialty gases,Medical gases,Cryogenic liquids,Bulk gas supply,Tailored gas installations",201-500,,,,,,,,,
GMP Pharmaceuticals Ltd,https://www.linkedin.com/company/gmp-pharmaceuticals-ltd,https://www.linkedin.com/company/840100,gmp.com.au,"GMP Pharmaceuticals is one of the leading multi-national pharmaceutical manufacturers specializing in a wide range of complementary medicines, natural health products & Infant Formulas of Australia and New Zealand origin.Our modern plants,spreading over 80,000 square meter of land with about 40000 square meter building floor size in Sydney and Auckland,have been specifically designed to have the capacity to manufacture most natural foods, dietary supplements, infant formula and nutritional powder available.GMP Pharmaceuticals has been servicing the health food industries worldwide since 1994 with a comprehensive range of dosage forms and packaging options. GMP Dairy plant, located in Auckland, is currently the only GMP certified pharmaceuticals standard infant formula plant in Australasia.Both GMP Pharmaceuticals plants, located in Sydney & Auckland, are certified and licensed by The Australian and New Zealand Government’s as well as world bodies to manufacture: Complementary medicines, dietary supplements, restricted animal products, baby nutrition , organic foods, halal certified products and more, please call or email our office to see how we can be of service to you.",1994,398,"Blacktown, New South Wales, Australia",,,Huntingwood,,,,,+61296319999,pharmaceutical manufacturing,pharmaceuticals,,,"FMCG,OEM,Dairy,Manufacturing,Complementary,Pharmaceuticals,R&D,Quality Assurance,Logistic",201-500,,"quality assurance, r, manufacturing, pharmaceuticals, logistic, fmcg, d, oem, dairy, complementary",60138000,"reCAPTCHA, ZoneEdit, WordPress.org, WP Engine, Vimeo, Typekit, Outlook, Nginx, Mobile Friendly, Microsoft Office 365, Google Cloud Hosting, Google Analytics",,,,,
Aerison,https://www.linkedin.com/company/aerison-group-ltd,https://www.linkedin.com/company/2018879,aerison.com,"An Agile EPC, Field Services and Solutions Provider to the Energy & Resources Industries.",,186,"Perth, Western Australia, Australia","Kings Park, Western Australia, Australia",,Perth,,,,,,industrial machinery manufacturing,,,,"Dust Control,Acoustic and Noise Control,Regenerative Thermal Oxidisers,Innovative Conveyor Solutions,Maintenance Services,Engineering,Drafting and Design,Electrical and Instrumentation",51-200,,,,,,,,,
Hismile,https://www.linkedin.com/company/hismile,https://www.linkedin.com/company/10689024,hismileteeth.com,"In 2014, we launched our first Teeth Whitening Kit. The Kit ticked all the boxes. It was safe, easy to use, and completely peroxide-free. Every day we’re in the lab, learning from our community, and working with leading dentists to develop products to make you look good, and feel even better.As always, we’re backed by science, and driven by the belief that smile care can, and should, be both effective and safe.We’re building the future of smile care, one step at a time.",2014,103,"Miami, Queensland, Australia",,,Burleigh Heads,,,,,,cosmetics,"health, wellness and fitness",,,,51-200,https://facebook.com/hismileteeth,,15000000,"VueJS, Vimeo, Trustpilot, Shopify Plus, Shopify, Sendgrid, Rackspace MailGun, Mobile Friendly, MailChimp SPF, Klaviyo, Google Tag Manager, Google Apps, Gmail, Facebook Login (Connect), Cloudflare DNS, Amplitude, Afterpay",,,,,
Huon,https://www.linkedin.com/company/huon,https://www.linkedin.com/company/6424868,huonaqua.com.au,"At Huon, everything we do is oceans ahead.Since 1986, we’ve been leading the way in aquaculture through innovation and superior quality. We’re proud to be pioneers but excellence never stands still. Whether it’s in the precision of our processes, commitment to quality, or sustainable practices, we aim for the high seas, not just the easy path.",1986,449,"Queens Domain, Tasmania, Australia",,,Hobart,,,,,+61362958111,food production,,,,"Farmed Atlantic Salmon,Caviar Production,Cold Smoked Salmon,Hot Smoked Salmon",201-500,"https://twitter.com/huonaquaculture?lang=en, https://www.facebook.com/huonaquaculture",,,,,,,,sales@huonaqua.com.au
Sea to Summit Global,https://www.linkedin.com/company/seatosummit,https://www.linkedin.com/company/18003560,seatosummit.com,"Since 1990, Sea to Summit has been your ally in every adventure—whether that’s on the deck of your sailboat or on a high-altitude expedition.  Designed to be the perfect balance of clever, packable and light, our award-winning products encourage self-reliance on any terrain.Our love of the outdoors and our relentless pursuit of design perfection is what drives us. That’s why you can ﬁnd our gear in the backpacks of explorers everywhere—from our home in Western Australia to the snowy mountains of Europe and the vast trails of North America, Asia and beyond.",,171,"Rivervale, Western Australia, Australia",,,Perth,,,,,,sporting goods manufacturing,,,,"mountaineering,biketouring,motorbiketouring,boating,camping,motor touring,paddle trips,ski touring,alpine mountaineering",51-200,,,,,,,,,
